onset	duration	trial_type
105.66198823066952	0	OcclusionStart
405.70763415844704	0	OcclusionStop
921.6333481195179	0	MVC
995.5827400861745	0	MVC
1069.042122829269	0	MVC
1263.7437877441407	0	Con50
1392.3762090222153	0	Con50
1522.3246550721233	0	Con50
1735.2286626139248	0	Con30
1865.10510730854	0	Con30
1994.7815482384467	0	Con30
2209.2535852956353	0	MVC
