onset	duration	trial_type
111.63426058628329	0	OcclusionStart
411.6763364181784	0	OcclusionStop
930.7307720415906	0	MVC
1004.028250388878	0	MVC
1076.9737216364838	0	MVC
1282.9098751921151	0	Ecc30
1412.0744803314446	0	Ecc30
1543.7951370241426	0	Ecc30
1790.5101130536568	0	Ecc50
1919.84472162181	0	Ecc50
2049.3413334574298	0	Ecc50
2265.4196915726307	0	MVC
