onset	duration	trial_type
81.88544699765043	0	OcclusionStart
381.9027486029663	0	OcclusionStop
958.2449379074969	0	MVC
1032.9822589620599	0	MVC
1107.6395786025096	0	MVC
1327.3554622936063	0	Con30
1456.7937502407003	0	Con30
1586.8220486168284	0	Con30
1827.966311075259	0	Con50
1961.0946642478812	0	Con50
2091.0049605382374	0	Con50
2331.975219920976	0	MVC
