onset	duration	trial_type
114.26763159280745	0	occlusion_start
414.40101621591384	0	occlusion_stop
958.6931165322239	0	MVC
1032.5364349327829	0	MVC
1106.6737585825176	0	MVC
1316.473504352718	0	Ecc30
1445.779812990968	0	Ecc30
1575.4421279853668	0	Ecc30
1792.1299967362975	0	Ecc50
1921.5863080526979	0	Ecc50
2269.8225254713216	0	MVC
