onset	duration	trial_type
65.48282213427592	0	occlusion_start
365.5361675187596	0	occlusion_stop
1052.2867899520788	0	MVC
1142.8744075120194	0	MVC
1228.2379317890154	0	MVC
1438.821692036523	0	Ecc50
1570.230038503767	0	Ecc50
1699.9743552576401	0	Ecc50
1925.5243827473605	0	Ecc30
2055.854709965177	0	Ecc30
2185.9490329688997	0	Ecc30
2451.647777366219	0	MVC
