onset	duration	trial_type
69.71295023802668	0	occlusion_start
369.78801949194167	0	occlusion_stop
851.7205448650056	0	MVC
927.7178426737664	0	MVC
1005.35516848939	0	MVC
1217.2947877906263	0	Con50
1350.8890691853594	0	Con50
1487.3293991822284	0	Con50
1714.2212738235248	0	Con30
1847.803555013379	0	Con30
1978.8517929292284	0	Con30
2213.2537958214525	0	MVC
